JobId,Source,Destination,FileSize,Time,JobType,UpDown
32913806,alicegrid74.ba.infn.it,storm-se-01.ba.infn.it,12,1.04234757319864,gate,0
32913806,tbn18.nikhef.nl,alicegrid74.ba.infn.it,73039,2.1648952053546964,gate,2
32913806,storm-se-01.ba.infn.it,alicegrid74.ba.infn.it,501843312,5.181261387631821,gate,2
32913806,dc2-grid-64.brunel.ac.uk,alicegrid74.ba.infn.it,6901,1.6357912900111842,gate,2
32913846,alicegrid103.ba.infn.it,storm-se-01.ba.infn.it,12,1.0062898808901082,gate,0
32913846,tbn18.nikhef.nl,alicegrid103.ba.infn.it,73039,2.1108086668918986,gate,2
32913846,storm-se-01.ba.infn.it,alicegrid103.ba.infn.it,501843312,5.145203695323289,gate,2
32913846,dc2-grid-64.brunel.ac.uk,alicegrid103.ba.infn.it,6901,1.5817047515483864,gate,2
32913815,pccms97.ba.infn.it,storm-se-01.ba.infn.it,12,1.04234757319864,gate,0
32913815,marsedpm.in2p3.fr,pccms97.ba.infn.it,73039,1.6304409362473962,gate,2
32913815,storm-se-01.ba.infn.it,pccms97.ba.infn.it,501843312,5.181261387631821,gate,2
32913815,dc2-grid-64.brunel.ac.uk,pccms97.ba.infn.it,6901,1.6357912900111842,gate,2
32913853,pccms124.ba.infn.it,storm-se-01.ba.infn.it,12,1.04234757319864,gate,0
32913853,marsedpm.in2p3.fr,pccms124.ba.infn.it,73039,1.6304409362473962,gate,2
32913853,storm-se-01.ba.infn.it,pccms124.ba.infn.it,501843312,5.181261387631821,gate,2
32913853,dc2-grid-64.brunel.ac.uk,pccms124.ba.infn.it,6901,1.6357912900111842,gate,2
32913859,pccms84.ba.infn.it,storm-se-01.ba.infn.it,12,1.04234757319864,gate,0
32913859,tbn18.nikhef.nl,pccms84.ba.infn.it,73039,2.1648952053546964,gate,2
32913859,storm-se-01.ba.infn.it,pccms84.ba.infn.it,501843312,5.181261387631821,gate,2
32913859,dc2-grid-64.brunel.ac.uk,pccms84.ba.infn.it,6901,1.6357912900111842,gate,2
32913812,pccms109.ba.infn.it,storm-se-01.ba.infn.it,12,1.04234757319864,gate,0
32913812,tbn18.nikhef.nl,pccms109.ba.infn.it,73039,2.1648952053546964,gate,2
32913812,storm-se-01.ba.infn.it,pccms109.ba.infn.it,501843312,5.181261387631821,gate,2
32913812,dc2-grid-64.brunel.ac.uk,pccms109.ba.infn.it,6901,1.6357912900111842,gate,2
32913840,alicegrid53.ba.infn.it,storm-se-01.ba.infn.it,12,1.04234757319864,gate,0
32913840,ccsrm02.in2p3.fr,alicegrid53.ba.infn.it,73039,1.5836408485429274,gate,2
32913840,storm-se-01.ba.infn.it,alicegrid53.ba.infn.it,501843312,5.181261387631821,gate,2
32913840,dc2-grid-64.brunel.ac.uk,alicegrid53.ba.infn.it,6901,1.6357912900111842,gate,2
32913820,wn1206290.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913820,marsedpm.in2p3.fr,wn1206290.tier2.hep.manchester.ac.uk,73039,1.552828135296295,gate,2
32913820,bohr3226.tier2.hep.manchester.ac.uk,wn1206290.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913820,dc2-grid-64.brunel.ac.uk,wn1206290.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913822,wn1206300.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913822,ccsrm02.in2p3.fr,wn1206300.tier2.hep.manchester.ac.uk,73039,1.549994922886981,gate,2
32913822,bohr3226.tier2.hep.manchester.ac.uk,wn1206300.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913822,dc2-grid-64.brunel.ac.uk,wn1206300.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913804,alicegrid53.ba.infn.it,storm-se-01.ba.infn.it,12,1.042347573184088,gate,0
32913804,marsedpm.in2p3.fr,alicegrid53.ba.infn.it,73039,1.6304409362310253,gate,2
32913804,storm-se-01.ba.infn.it,alicegrid53.ba.infn.it,501843312,5.181261387617269,gate,2
32913804,dc2-grid-64.brunel.ac.uk,alicegrid53.ba.infn.it,6901,1.6357912899911753,gate,2
32913872,alicegrid57.ba.infn.it,storm-se-01.ba.infn.it,12,1.042347573184088,gate,0
32913872,tbn18.nikhef.nl,alicegrid57.ba.infn.it,73039,2.1648952053365065,gate,2
32913872,storm-se-01.ba.infn.it,alicegrid57.ba.infn.it,501843312,5.181261387617269,gate,2
32913872,dc2-grid-64.brunel.ac.uk,alicegrid57.ba.infn.it,6901,1.6357912899911753,gate,2
32913837,alicegrid57.ba.infn.it,storm-se-01.ba.infn.it,12,1.042347573184088,gate,0
32913837,marsedpm.in2p3.fr,alicegrid57.ba.infn.it,73039,1.6304409362310253,gate,2
32913837,storm-se-01.ba.infn.it,alicegrid57.ba.infn.it,501843312,5.181261387617269,gate,2
32913837,dc2-grid-64.brunel.ac.uk,alicegrid57.ba.infn.it,6901,1.6357912899911753,gate,2
32913814,wn1208190.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913814,marsedpm.in2p3.fr,wn1208190.tier2.hep.manchester.ac.uk,73039,1.552828135296295,gate,2
32913814,bohr3226.tier2.hep.manchester.ac.uk,wn1208190.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913814,dc2-grid-64.brunel.ac.uk,wn1208190.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913857,wn1206250.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913857,marsedpm.in2p3.fr,wn1206250.tier2.hep.manchester.ac.uk,73039,1.552828135296295,gate,2
32913857,bohr3226.tier2.hep.manchester.ac.uk,wn1206250.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913857,dc2-grid-64.brunel.ac.uk,wn1206250.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913879,wn1208250.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913879,marsedpm.in2p3.fr,wn1208250.tier2.hep.manchester.ac.uk,73039,1.552828135296295,gate,2
32913879,bohr3226.tier2.hep.manchester.ac.uk,wn1208250.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913879,dc2-grid-64.brunel.ac.uk,wn1208250.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913831,wn1207250.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913831,ccsrm02.in2p3.fr,wn1207250.tier2.hep.manchester.ac.uk,73039,1.549994922886981,gate,2
32913831,bohr3226.tier2.hep.manchester.ac.uk,wn1207250.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913831,dc2-grid-64.brunel.ac.uk,wn1207250.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913889,wn1205200.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913889,ccsrm02.in2p3.fr,wn1205200.tier2.hep.manchester.ac.uk,73039,1.549994922886981,gate,2
32913889,bohr3226.tier2.hep.manchester.ac.uk,wn1205200.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913889,dc2-grid-64.brunel.ac.uk,wn1205200.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913821,pccms84.ba.infn.it,storm-se-01.ba.infn.it,12,1.042347573184088,gate,0
32913881,wn1207190.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913881,tbn18.nikhef.nl,wn1207190.tier2.hep.manchester.ac.uk,73039,1.5411724649493408,gate,2
32913821,tbn18.nikhef.nl,pccms84.ba.infn.it,73039,2.1648952053365065,gate,2
32913881,bohr3226.tier2.hep.manchester.ac.uk,wn1207190.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913821,storm-se-01.ba.infn.it,pccms84.ba.infn.it,501843312,5.181261387617269,gate,2
32913881,dc2-grid-64.brunel.ac.uk,wn1207190.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913821,dc2-grid-64.brunel.ac.uk,pccms84.ba.infn.it,6901,1.6357912899911753,gate,2
32913892,wn2205251.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913892,ccsrm02.in2p3.fr,wn2205251.tier2.hep.manchester.ac.uk,73039,1.534164716504165,gate,2
32913892,bohr3226.tier2.hep.manchester.ac.uk,wn2205251.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913892,dc2-grid-64.brunel.ac.uk,wn2205251.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913888,wn2206250.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913888,marsedpm.in2p3.fr,wn2206250.tier2.hep.manchester.ac.uk,73039,1.536997928913479,gate,2
32913888,bohr3226.tier2.hep.manchester.ac.uk,wn2206250.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913888,dc2-grid-64.brunel.ac.uk,wn2206250.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913876,wn2206301.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913876,ccsrm02.in2p3.fr,wn2206301.tier2.hep.manchester.ac.uk,73039,1.534164716504165,gate,2
32913876,bohr3226.tier2.hep.manchester.ac.uk,wn2206301.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913876,dc2-grid-64.brunel.ac.uk,wn2206301.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913854,wn1206190.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913854,tbn18.nikhef.nl,wn1206190.tier2.hep.manchester.ac.uk,73039,1.5411724649493408,gate,2
32913854,bohr3226.tier2.hep.manchester.ac.uk,wn1206190.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913854,dc2-grid-64.brunel.ac.uk,wn1206190.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913865,wn1207291.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913865,tbn18.nikhef.nl,wn1207291.tier2.hep.manchester.ac.uk,73039,1.5411724649493408,gate,2
32913865,bohr3226.tier2.hep.manchester.ac.uk,wn1207291.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913865,dc2-grid-64.brunel.ac.uk,wn1207291.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913849,wn1904250.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913849,ccsrm02.in2p3.fr,wn1904250.tier2.hep.manchester.ac.uk,73039,1.534164716504165,gate,2
32913849,bohr3226.tier2.hep.manchester.ac.uk,wn1904250.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913849,dc2-grid-64.brunel.ac.uk,wn1904250.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913863,wn2205190.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913863,tbn18.nikhef.nl,wn2205190.tier2.hep.manchester.ac.uk,73039,1.5253422585665248,gate,2
32913863,bohr3226.tier2.hep.manchester.ac.uk,wn2205190.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913863,dc2-grid-64.brunel.ac.uk,wn2205190.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913824,wn1908251.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913824,ccsrm02.in2p3.fr,wn1908251.tier2.hep.manchester.ac.uk,73039,1.534164716504165,gate,2
32913824,bohr3226.tier2.hep.manchester.ac.uk,wn1908251.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913824,dc2-grid-64.brunel.ac.uk,wn1908251.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913896,wn1904250.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913896,tbn18.nikhef.nl,wn1904250.tier2.hep.manchester.ac.uk,73039,1.5253422585665248,gate,2
32913896,bohr3226.tier2.hep.manchester.ac.uk,wn1904250.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913896,dc2-grid-64.brunel.ac.uk,wn1904250.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913895,wn1904241.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913895,marsedpm.in2p3.fr,wn1904241.tier2.hep.manchester.ac.uk,73039,1.536997928913479,gate,2
32913895,bohr3226.tier2.hep.manchester.ac.uk,wn1904241.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913895,dc2-grid-64.brunel.ac.uk,wn1904241.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913894,wn1205290.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913894,marsedpm.in2p3.fr,wn1205290.tier2.hep.manchester.ac.uk,73039,1.552828135296295,gate,2
32913894,bohr3226.tier2.hep.manchester.ac.uk,wn1205290.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913894,dc2-grid-64.brunel.ac.uk,wn1205290.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913833,wn1207250.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913833,marsedpm.in2p3.fr,wn1207250.tier2.hep.manchester.ac.uk,73039,1.552828135296295,gate,2
32913833,bohr3226.tier2.hep.manchester.ac.uk,wn1207250.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913833,dc2-grid-64.brunel.ac.uk,wn1207250.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913815,pccms97.ba.infn.it,storm-se-01.ba.infn.it,8162462,1.1096667484416685,gate,1
32913866,wn1905291.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913866,marsedpm.in2p3.fr,wn1905291.tier2.hep.manchester.ac.uk,73039,1.536997928913479,gate,2
32913866,bohr3226.tier2.hep.manchester.ac.uk,wn1905291.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913866,dc2-grid-64.brunel.ac.uk,wn1905291.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913855,wn1206201.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913813,pccms95.ba.infn.it,storm-se-01.ba.infn.it,12,1.042347573184088,gate,0
32913855,tbn18.nikhef.nl,wn1206201.tier2.hep.manchester.ac.uk,73039,1.5411724649493408,gate,2
32913813,ccsrm02.in2p3.fr,pccms95.ba.infn.it,73039,1.5836408485265565,gate,2
32913855,bohr3226.tier2.hep.manchester.ac.uk,wn1206201.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913813,storm-se-01.ba.infn.it,pccms95.ba.infn.it,501843312,5.181261387617269,gate,2
32913855,dc2-grid-64.brunel.ac.uk,wn1206201.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913813,dc2-grid-64.brunel.ac.uk,pccms95.ba.infn.it,6901,1.6357912899911753,gate,2
32913798,wn1207201.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913798,tbn18.nikhef.nl,wn1207201.tier2.hep.manchester.ac.uk,73039,1.5411724649493408,gate,2
32913798,bohr3226.tier2.hep.manchester.ac.uk,wn1207201.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913798,dc2-grid-64.brunel.ac.uk,wn1207201.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913891,wn1206201.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913891,ccsrm02.in2p3.fr,wn1206201.tier2.hep.manchester.ac.uk,73039,1.549994922886981,gate,2
32913891,bohr3226.tier2.hep.manchester.ac.uk,wn1206201.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913891,dc2-grid-64.brunel.ac.uk,wn1206201.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913886,wn1905300.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913847,wn1908251.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913860,wn1905291.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913886,marsedpm.in2p3.fr,wn1905300.tier2.hep.manchester.ac.uk,73039,1.536997928913479,gate,2
32913847,tbn18.nikhef.nl,wn1908251.tier2.hep.manchester.ac.uk,73039,1.5253422585665248,gate,2
32913860,ccsrm02.in2p3.fr,wn1905291.tier2.hep.manchester.ac.uk,73039,1.534164716504165,gate,2
32913886,bohr3226.tier2.hep.manchester.ac.uk,wn1905300.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913847,bohr3226.tier2.hep.manchester.ac.uk,wn1908251.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913860,bohr3226.tier2.hep.manchester.ac.uk,wn1905291.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913886,dc2-grid-64.brunel.ac.uk,wn1905300.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913847,dc2-grid-64.brunel.ac.uk,wn1908251.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913860,dc2-grid-64.brunel.ac.uk,wn1905291.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913843,wn1208200.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913843,tbn18.nikhef.nl,wn1208200.tier2.hep.manchester.ac.uk,73039,1.5411724649493408,gate,2
32913843,bohr3226.tier2.hep.manchester.ac.uk,wn1208200.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913843,dc2-grid-64.brunel.ac.uk,wn1208200.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913830,wn1909190.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913830,marsedpm.in2p3.fr,wn1909190.tier2.hep.manchester.ac.uk,73039,1.536997928913479,gate,2
32913830,bohr3226.tier2.hep.manchester.ac.uk,wn1909190.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913830,dc2-grid-64.brunel.ac.uk,wn1909190.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913807,wn1208250.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913877,wn1206300.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913807,marsedpm.in2p3.fr,wn1208250.tier2.hep.manchester.ac.uk,73039,1.552828135296295,gate,2
32913877,ccsrm02.in2p3.fr,wn1206300.tier2.hep.manchester.ac.uk,73039,1.549994922886981,gate,2
32913807,bohr3226.tier2.hep.manchester.ac.uk,wn1208250.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913877,bohr3226.tier2.hep.manchester.ac.uk,wn1206300.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913807,dc2-grid-64.brunel.ac.uk,wn1208250.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913877,dc2-grid-64.brunel.ac.uk,wn1206300.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913880,wn1206201.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913880,tbn18.nikhef.nl,wn1206201.tier2.hep.manchester.ac.uk,73039,1.5411724649493408,gate,2
32913880,bohr3226.tier2.hep.manchester.ac.uk,wn1206201.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913880,dc2-grid-64.brunel.ac.uk,wn1206201.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913864,wn1905191.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913864,ccsrm02.in2p3.fr,wn1905191.tier2.hep.manchester.ac.uk,73039,1.534164716504165,gate,2
32913864,bohr3226.tier2.hep.manchester.ac.uk,wn1905191.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913864,dc2-grid-64.brunel.ac.uk,wn1905191.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913811,wn1206290.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913811,marsedpm.in2p3.fr,wn1206290.tier2.hep.manchester.ac.uk,73039,1.552828135296295,gate,2
32913811,bohr3226.tier2.hep.manchester.ac.uk,wn1206290.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913811,dc2-grid-64.brunel.ac.uk,wn1206290.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913878,wn2206191.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913808,wn1208251.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913878,ccsrm02.in2p3.fr,wn2206191.tier2.hep.manchester.ac.uk,73039,1.534164716504165,gate,2
32913808,marsedpm.in2p3.fr,wn1208251.tier2.hep.manchester.ac.uk,73039,1.552828135296295,gate,2
32913878,bohr3226.tier2.hep.manchester.ac.uk,wn2206191.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913808,bohr3226.tier2.hep.manchester.ac.uk,wn1208251.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913878,dc2-grid-64.brunel.ac.uk,wn2206191.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913808,dc2-grid-64.brunel.ac.uk,wn1208251.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913885,wn1904251.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913885,ccsrm02.in2p3.fr,wn1904251.tier2.hep.manchester.ac.uk,73039,1.534164716504165,gate,2
32913885,bohr3226.tier2.hep.manchester.ac.uk,wn1904251.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913885,dc2-grid-64.brunel.ac.uk,wn1904251.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913838,alicegrid96.ba.infn.it,storm-se-01.ba.infn.it,12,1.1657028363442805,gate,0
32913838,tbn18.nikhef.nl,alicegrid96.ba.infn.it,73039,2.349928100076795,gate,2
32913838,storm-se-01.ba.infn.it,alicegrid96.ba.infn.it,501843312,5.3046166507774615,gate,2
32913838,dc2-grid-64.brunel.ac.uk,alicegrid96.ba.infn.it,6901,1.820824184731464,gate,2
32913873,wn1208191.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913874,wn2205200.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,0.9957364099573169,gate,0
32913873,tbn18.nikhef.nl,wn1208191.tier2.hep.manchester.ac.uk,73039,1.5411724649493408,gate,2
32913874,marsedpm.in2p3.fr,wn2205200.tier2.hep.manchester.ac.uk,73039,1.536997928913479,gate,2
32913873,bohr3226.tier2.hep.manchester.ac.uk,wn1208191.tier2.hep.manchester.ac.uk,501843312,5.145203695312375,gate,2
32913874,bohr3226.tier2.hep.manchester.ac.uk,wn2205200.tier2.hep.manchester.ac.uk,501843312,5.134650224390498,gate,2
32913873,dc2-grid-64.brunel.ac.uk,wn1208191.tier2.hep.manchester.ac.uk,6901,1.5358416677336209,gate,2
32913874,dc2-grid-64.brunel.ac.uk,wn2205200.tier2.hep.manchester.ac.uk,6901,1.520011461350805,gate,2
32913884,wn1207291.tier2.hep.manchester.ac.uk,bohr3226.tier2.hep.manchester.ac.uk,12,1.0062898808791942,gate,0
32913884,tbn18.nikhef.nl,wn1207291.tier2.hep.manchester.ac.uk,73039,1.5411724649493408,gate,2
